id_contrato,numero_contrato,id_fornecedor,tipo_contrato,descricao_escopo,valor_total,moeda,data_inicio,data_fim,status,unidade_industrial,area_responsavel,documento_contrato,procedimento_referencia
CTR-00079,CT-2024-00079,FORN-0099,Serviços de Calibração e Ensaios,"Fornecimento de juntas, gaxetas e vedações para equipamentos rotativos",4400973.67,BRL,2024-12-25,2027-12-25,Encerrado,Polo Petroquímico de Lagoa das Águas,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2024-00079.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00080,CT-2022-00080,FORN-0062,Serviços de Engenharia e Projetos,Fornecimento de filtros industriais para sistemas de ar e água,10391480.86,BRL,2022-07-17,2022-10-15,Em Renovação,Complexo Petroquímico de Córrego Fagundes (SUAPE),Logística e Suprimentos,CONTRATO_CT-2022-00080.pdf,PROC-SMS-003_Trabalho_em_Altura.pdf
CTR-00081,CT-2023-00081,FORN-0054,Serviços de Automação e Instrumentação,Serviço de soldagem especializada (TIG/MIG) em aços inox e ligas especiais,2555653.39,BRL,2023-05-27,2023-11-23,Encerrado,Unidade Lagoa Branca,Qualidade e Laboratório,CONTRATO_CT-2023-00081.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00082,CT-2022-00082,FORN-0094,Fornecimento de Produtos Químicos,Limpeza química e hidrojateamento de permutadores e reatores,575610.47,BRL,2022-11-20,2024-11-19,Em Renovação,Complexo Industrial de Monte Teodoro,Qualidade e Laboratório,CONTRATO_CT-2022-00082.pdf,PROC-SMS-004_Espaco_Confinado.pdf
CTR-00083,CT-2020-00083,FORN-0016,Contratação de Serviços Ambientais,Serviço de soldagem especializada (TIG/MIG) em aços inox e ligas especiais,2378479.08,BRL,2020-07-17,2020-10-15,Suspenso,Unidade Lagoa Branca,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2020-00083.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00084,CT-2024-00084,FORN-0032,Contratação de Serviços de Inspeção,Revestimento anticorrosivo de equipamentos e estruturas metálicas,4026263.09,BRL,2024-04-11,2024-10-08,Em Renovação,Unidade Industrial Várzea Arlindo,Operações de Planta,CONTRATO_CT-2024-00084.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00085,CT-2025-00085,FORN-0064,Contratação de Serviços Ambientais,Instalação e comissionamento de analisadores de processo online,4083120.15,BRL,2025-04-19,2026-10-16,Ativo,Polo Petroquímico de Lagoa das Águas,Engenharia de Processos,CONTRATO_CT-2025-00085.pdf,PROC-SMS-004_Espaco_Confinado.pdf
CTR-00086,CT-2022-00086,FORN-0075,Fornecimento de Produtos Químicos,Fornecimento de válvulas de controle e segurança para unidades de polimerização,4417580.41,BRL,2022-10-10,2024-10-09,Em Renovação,Polo Petroquímico de Lagoa das Águas,Logística e Suprimentos,CONTRATO_CT-2022-00086.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00087,CT-2020-00087,FORN-0037,Contratação de Transporte e Logística,Manutenção preventiva e corretiva de trocadores de calor e torres de resfriamento,2209773.38,BRL,2020-10-01,2021-10-01,Suspenso,Polo Petroquímico de Santa Grande,Utilidades e Energia,CONTRATO_CT-2020-00087.pdf,PROC-AMB-001_Gestao_Residuos_Industriais.pdf
CTR-00088,CT-2023-00088,FORN-0047,Contratação de Serviços de Manutenção,Limpeza química e hidrojateamento de permutadores e reatores,2951188.31,BRL,2023-02-24,2023-08-23,Ativo,Polo Petroquímico de Lagoa das Águas,Automação e Instrumentação,CONTRATO_CT-2023-00088.pdf,PROC-SMS-005_Manuseio_Produtos_Quimicos.pdf
CTR-00089,CT-2023-00089,FORN-0050,Contratação de Transporte e Logística,Serviço de soldagem especializada (TIG/MIG) em aços inox e ligas especiais,444551.96,BRL,2023-10-25,2025-10-24,Suspenso,Polo Petroquímico de Fagundes Verde,Automação e Instrumentação,CONTRATO_CT-2023-00089.pdf,PROC-SMS-002_Bloqueio_Etiquetagem_LOTO.pdf
CTR-00090,CT-2021-00090,FORN-0048,Fornecimento de Produtos Químicos,Fornecimento de bombas centrífugas e volumétricas para processo,2570156.46,BRL,2021-02-11,2023-02-11,Ativo,Unidade Industrial Várzea Arlindo,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2021-00090.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00091,CT-2022-00091,FORN-0006,Contratação de Serviços de Manutenção,Tratamento de efluentes industriais e gestão de resíduos sólidos,1259610.06,BRL,2022-11-29,2024-05-27,Em Aprovação,Unidade Industrial Várzea Arlindo,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2022-00091.pdf,PROC-LOG-001_Transporte_Produtos_Perigosos.pdf
CTR-00092,CT-2022-00092,FORN-0018,Fornecimento de Produtos Químicos,Serviços de andaime e acesso para paradas programadas de manutenção,3709630.83,BRL,2022-03-15,2024-03-14,Encerrado,Unidade Industrial Várzea Arlindo,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2022-00092.pdf,PROC-SMS-005_Manuseio_Produtos_Quimicos.pdf
CTR-00093,CT-2021-00093,FORN-0065,Contratação de Transporte e Logística,Fornecimento de bombas centrífugas e volumétricas para processo,2465671.62,BRL,2021-09-05,2023-03-04,Encerrado,Unidade Industrial Ribeirão das Águas,Automação e Instrumentação,CONTRATO_CT-2021-00093.pdf,PROC-MNT-001_Plano_Manutencao_Preventiva.pdf
CTR-00094,CT-2023-00094,FORN-0087,Fornecimento de Materiais e Equipamentos,"Fornecimento de juntas, gaxetas e vedações para equipamentos rotativos",1364375.66,BRL,2023-05-07,2024-11-02,Ativo,Polo Petroquímico de Fagundes Verde,Manutenção Industrial,CONTRATO_CT-2023-00094.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00095,CT-2022-00095,FORN-0093,Contratação de Serviços de Manutenção,"Consultoria em segurança de processos (HAZOP, análise de riscos)",5791768.06,BRL,2022-12-09,2025-12-08,Suspenso,Unidade Industrial Ribeirão das Águas,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2022-00095.pdf,PROC-AMB-001_Gestao_Residuos_Industriais.pdf
CTR-00096,CT-2020-00096,FORN-0019,Serviços de Engenharia e Projetos,Fornecimento de válvulas de controle e segurança para unidades de polimerização,4842648.75,BRL,2020-02-08,2021-08-06,Suspenso,Polo Petroquímico de Santa Grande,Operações de Planta,CONTRATO_CT-2020-00096.pdf,PROC-SMS-003_Trabalho_em_Altura.pdf
CTR-00097,CT-2023-00097,FORN-0089,Serviços de Engenharia e Projetos,"Fornecimento de juntas, gaxetas e vedações para equipamentos rotativos",7876511.53,BRL,2023-12-16,2024-06-13,Encerrado,Unidade Industrial Ribeirão das Águas,Manutenção Industrial,CONTRATO_CT-2023-00097.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00098,CT-2025-00098,FORN-0085,Serviços de Automação e Instrumentação,Manutenção de sistemas elétricos e subestações de média tensão,3720535.17,BRL,2025-05-13,2025-11-09,Encerrado,Complexo Petroquímico de Córrego Fagundes (SUAPE),Qualidade e Laboratório,CONTRATO_CT-2025-00098.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00099,CT-2022-00099,FORN-0070,Fornecimento de Produtos Químicos,Fornecimento de filtros industriais para sistemas de ar e água,4788820.11,BRL,2022-09-18,2023-03-17,Em Aprovação,Polo Petroquímico de Fagundes Verde,Automação e Instrumentação,CONTRATO_CT-2022-00099.pdf,PROC-SMS-005_Manuseio_Produtos_Quimicos.pdf
CTR-00100,CT-2023-00100,FORN-0039,Serviços de Engenharia e Projetos,Manutenção de compressores e sistemas de refrigeração industrial,7437245.58,BRL,2023-11-14,2026-11-13,Encerrado,Polo Petroquímico de Fagundes Verde,Operações de Planta,CONTRATO_CT-2023-00100.pdf,PROC-MNT-003_Gestao_Sobressalentes.pdf
CTR-00101,CT-2023-00101,FORN-0072,Contratação de Serviços Ambientais,Manutenção de compressores e sistemas de refrigeração industrial,3087177.95,BRL,2023-10-17,2025-10-16,Encerrado,Polo Petroquímico de Santa Grande,Automação e Instrumentação,CONTRATO_CT-2023-00101.pdf,PROC-MNT-002_Procedimento_Parada_Programada.pdf
CTR-00102,CT-2025-00102,FORN-0099,Contratação de Serviços de Inspeção,Manutenção de compressores e sistemas de refrigeração industrial,705913.13,BRL,2025-05-10,2028-05-09,Em Renovação,Polo Petroquímico de Lagoa das Águas,Logística e Suprimentos,CONTRATO_CT-2025-00102.pdf,PROC-LOG-001_Transporte_Produtos_Perigosos.pdf
CTR-00103,CT-2021-00103,FORN-0084,Contratação de Serviços Ambientais,"Fornecimento de gases industriais (nitrogênio, oxigênio, hidrogênio)",2227371.16,BRL,2021-02-17,2023-02-17,Encerrado,Unidade Industrial Ribeirão das Águas,Operações de Planta,CONTRATO_CT-2021-00103.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00104,CT-2020-00104,FORN-0018,Fornecimento de Materiais e Equipamentos,Serviços de andaime e acesso para paradas programadas de manutenção,4530661.75,BRL,2020-04-13,2023-04-13,Ativo,Unidade Lagoa Branca,Operações de Planta,CONTRATO_CT-2020-00104.pdf,PROC-SMS-004_Espaco_Confinado.pdf
CTR-00105,CT-2020-00105,FORN-0007,Fornecimento de Materiais e Equipamentos,"Fornecimento de juntas, gaxetas e vedações para equipamentos rotativos",3865291.99,BRL,2020-07-24,2023-07-24,Em Aprovação,Unidade Industrial Várzea Arlindo,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2020-00105.pdf,PROC-SMS-001_Permissao_Trabalho_Quente.pdf
CTR-00106,CT-2023-00106,FORN-0021,Serviços de Construção e Montagem,Inspeção baseada em risco (IBR) de equipamentos estáticos,11387483.68,BRL,2023-08-25,2024-02-21,Encerrado,Unidade Industrial Ribeirão das Águas,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2023-00106.pdf,PROC-SMS-005_Manuseio_Produtos_Quimicos.pdf
CTR-00107,CT-2021-00107,FORN-0037,Contratação de Serviços de Manutenção,Projeto e fabricação de vasos de pressão conforme NR-13,5930397.26,BRL,2021-04-20,2023-04-20,Ativo,Polo Petroquímico de Santa Grande,Automação e Instrumentação,CONTRATO_CT-2021-00107.pdf,PROC-AMB-002_Monitoramento_Emissoes.pdf
CTR-00108,CT-2024-00108,FORN-0023,Serviços de Construção e Montagem,Fornecimento de catalisadores Ziegler-Natta para produção de polipropileno,2957412.15,BRL,2024-06-01,2025-11-28,Encerrado,Polo Petroquímico de Lagoa das Águas,Utilidades e Energia,CONTRATO_CT-2024-00108.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00109,CT-2021-00109,FORN-0005,Contratação de Serviços de Manutenção,Manutenção de compressores e sistemas de refrigeração industrial,7913667.8,BRL,2021-08-05,2023-02-01,Em Aprovação,Polo Petroquímico de Santa Grande,Qualidade e Laboratório,CONTRATO_CT-2021-00109.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00110,CT-2021-00110,FORN-0064,Contratação de Serviços de Inspeção,Manutenção de sistemas elétricos e subestações de média tensão,2699018.05,BRL,2021-01-29,2021-04-29,Em Renovação,Unidade Industrial Ribeirão das Águas,Logística e Suprimentos,CONTRATO_CT-2021-00110.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00111,CT-2024-00111,FORN-0083,Contratação de Serviços Ambientais,Manutenção preditiva com análise de vibração e termografia,6342879.9,BRL,2024-02-17,2025-02-16,Ativo,Complexo Industrial de Monte Teodoro,Manutenção Industrial,CONTRATO_CT-2024-00111.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00112,CT-2022-00112,FORN-0023,Serviços de Calibração e Ensaios,Inspeção baseada em risco (IBR) de equipamentos estáticos,766963.14,BRL,2022-11-21,2023-11-21,Ativo,Complexo Petroquímico de Córrego Fagundes (SUAPE),Utilidades e Energia,CONTRATO_CT-2022-00112.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00113,CT-2020-00113,FORN-0024,Contratação de Serviços de Inspeção,Instalação e comissionamento de analisadores de processo online,3117909.17,BRL,2020-01-14,2021-01-13,Encerrado,Unidade Industrial Várzea Arlindo,Operações de Planta,CONTRATO_CT-2020-00113.pdf,PROC-MNT-003_Gestao_Sobressalentes.pdf
CTR-00114,CT-2023-00114,FORN-0043,Contratação de Serviços Ambientais,"Consultoria em segurança de processos (HAZOP, análise de riscos)",5566727.24,BRL,2023-08-31,2024-08-30,Ativo,Polo Petroquímico de Lagoa das Águas,Logística e Suprimentos,CONTRATO_CT-2023-00114.pdf,PROC-SMS-001_Permissao_Trabalho_Quente.pdf
CTR-00115,CT-2025-00115,FORN-0060,Contratação de Serviços Ambientais,Fornecimento de catalisadores Ziegler-Natta para produção de polipropileno,6177141.1,BRL,2025-03-05,2028-03-04,Ativo,Complexo Petroquímico de Córrego Fagundes (SUAPE),Projetos e Expansão,CONTRATO_CT-2025-00115.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00116,CT-2025-00116,FORN-0082,Contratação de Serviços Ambientais,Isolamento térmico de tubulações de vapor e linhas de processo,3867200.65,BRL,2025-05-14,2025-11-10,Encerrado,Unidade Lagoa Branca,Operações de Planta,CONTRATO_CT-2025-00116.pdf,PROC-MNT-003_Gestao_Sobressalentes.pdf
CTR-00117,CT-2023-00117,FORN-0054,Contratação de Transporte e Logística,Instalação e comissionamento de analisadores de processo online,2632091.67,BRL,2023-10-25,2025-10-24,Em Aprovação,Unidade Lagoa Branca,Operações de Planta,CONTRATO_CT-2023-00117.pdf,PROC-SMS-002_Bloqueio_Etiquetagem_LOTO.pdf
CTR-00118,CT-2025-00118,FORN-0058,Contratação de Transporte e Logística,Manutenção preditiva com análise de vibração e termografia,425405.5,BRL,2025-02-21,2027-02-21,Em Aprovação,Unidade Industrial Várzea Arlindo,Engenharia de Processos,CONTRATO_CT-2025-00118.pdf,PROC-AMB-002_Monitoramento_Emissoes.pdf
CTR-00119,CT-2021-00119,FORN-0065,Serviços de Engenharia e Projetos,"Consultoria em segurança de processos (HAZOP, análise de riscos)",6739240.18,BRL,2021-11-02,2023-11-02,Ativo,Complexo Industrial de Monte Teodoro,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2021-00119.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00120,CT-2022-00120,FORN-0092,Serviços de Calibração e Ensaios,Instalação e comissionamento de analisadores de processo online,3671183.82,BRL,2022-07-01,2022-09-29,Suspenso,Polo Petroquímico de Santa Grande,Projetos e Expansão,CONTRATO_CT-2022-00120.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00121,CT-2024-00121,FORN-0059,Serviços de Calibração e Ensaios,Fornecimento de válvulas de controle e segurança para unidades de polimerização,3215913.78,BRL,2024-01-21,2024-04-20,Ativo,Unidade Industrial Ribeirão das Águas,Logística e Suprimentos,CONTRATO_CT-2024-00121.pdf,PROC-AMB-002_Monitoramento_Emissoes.pdf
CTR-00122,CT-2022-00122,FORN-0096,Serviços de Engenharia e Projetos,"Consultoria em segurança de processos (HAZOP, análise de riscos)",10565696.2,BRL,2022-05-17,2023-05-17,Ativo,Polo Petroquímico de Santa Grande,Manutenção Industrial,CONTRATO_CT-2022-00122.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00123,CT-2021-00123,FORN-0009,Serviços de Automação e Instrumentação,Fornecimento de válvulas de controle e segurança para unidades de polimerização,6145355.25,BRL,2021-01-03,2021-07-02,Suspenso,Polo Petroquímico de Fagundes Verde,Utilidades e Energia,CONTRATO_CT-2021-00123.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00124,CT-2020-00124,FORN-0048,Serviços de Construção e Montagem,Serviço de soldagem especializada (TIG/MIG) em aços inox e ligas especiais,14469336.77,BRL,2020-06-13,2023-06-13,Em Aprovação,Complexo Petroquímico de Córrego Fagundes (SUAPE),Utilidades e Energia,CONTRATO_CT-2020-00124.pdf,PROC-AMB-002_Monitoramento_Emissoes.pdf
CTR-00125,CT-2022-00125,FORN-0018,Fornecimento de Produtos Químicos,Projeto e instalação de sistema de automação para planta de polietileno,680368.08,BRL,2022-03-15,2024-03-14,Ativo,Complexo Industrial de Monte Teodoro,Projetos e Expansão,CONTRATO_CT-2022-00125.pdf,PROC-SMS-004_Espaco_Confinado.pdf
CTR-00126,CT-2022-00126,FORN-0097,Contratação de Serviços de Manutenção,Manutenção de compressores e sistemas de refrigeração industrial,3083869.63,BRL,2022-05-18,2024-05-17,Ativo,Unidade Industrial Ribeirão das Águas,Projetos e Expansão,CONTRATO_CT-2022-00126.pdf,PROC-SMS-004_Espaco_Confinado.pdf
CTR-00127,CT-2025-00127,FORN-0059,Fornecimento de Produtos Químicos,Tratamento de efluentes industriais e gestão de resíduos sólidos,3839175.15,BRL,2025-04-03,2028-04-02,Suspenso,Polo Petroquímico de Fagundes Verde,Operações de Planta,CONTRATO_CT-2025-00127.pdf,PROC-SMS-001_Permissao_Trabalho_Quente.pdf
CTR-00128,CT-2020-00128,FORN-0079,Contratação de Serviços de Manutenção,"Calibração de instrumentos de medição de vazão, pressão e temperatura",345924.1,BRL,2020-07-25,2022-07-25,Ativo,Unidade Lagoa Branca,Engenharia de Processos,CONTRATO_CT-2020-00128.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00129,CT-2023-00129,FORN-0032,Contratação de Serviços de Manutenção,Limpeza química e hidrojateamento de permutadores e reatores,6054734.81,BRL,2023-01-10,2023-07-09,Ativo,Unidade Industrial Ribeirão das Águas,Operações de Planta,CONTRATO_CT-2023-00129.pdf,PROC-AMB-001_Gestao_Residuos_Industriais.pdf
CTR-00130,CT-2021-00130,FORN-0018,Contratação de Transporte e Logística,Manutenção de compressores e sistemas de refrigeração industrial,1833961.26,BRL,2021-10-15,2023-10-15,Encerrado,Unidade Lagoa Branca,Automação e Instrumentação,CONTRATO_CT-2021-00130.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00131,CT-2021-00131,FORN-0031,Contratação de Serviços Ambientais,Tratamento de efluentes industriais e gestão de resíduos sólidos,562784.49,BRL,2021-09-07,2022-09-07,Ativo,Unidade Lagoa Branca,Utilidades e Energia,CONTRATO_CT-2021-00131.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00132,CT-2025-00132,FORN-0081,Serviços de Construção e Montagem,Fornecimento de bombas centrífugas e volumétricas para processo,14135478.87,BRL,2025-06-14,2026-06-14,Suspenso,Unidade Industrial Ribeirão das Águas,Manutenção Industrial,CONTRATO_CT-2025-00132.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00133,CT-2020-00133,FORN-0068,Fornecimento de Produtos Químicos,Manutenção preditiva com análise de vibração e termografia,1913477.93,BRL,2020-11-01,2021-11-01,Em Aprovação,Complexo Petroquímico de Córrego Fagundes (SUAPE),Utilidades e Energia,CONTRATO_CT-2020-00133.pdf,PROC-AMB-001_Gestao_Residuos_Industriais.pdf
CTR-00134,CT-2024-00134,FORN-0061,Serviços de Engenharia e Projetos,"Calibração de instrumentos de medição de vazão, pressão e temperatura",13738169.37,BRL,2024-07-08,2026-01-04,Suspenso,Polo Petroquímico de Fagundes Verde,Segurança e Meio Ambiente (SMS),CONTRATO_CT-2024-00134.pdf,PROC-QLD-001_Controle_Qualidade_Resinas.pdf
CTR-00135,CT-2021-00135,FORN-0054,Contratação de Transporte e Logística,Manutenção de sistemas elétricos e subestações de média tensão,689676.53,BRL,2021-05-12,2022-05-12,Ativo,Complexo Industrial de Monte Teodoro,Utilidades e Energia,CONTRATO_CT-2021-00135.pdf,PROC-ENG-001_Gestao_Mudancas_MOC.pdf
CTR-00136,CT-2021-00136,FORN-0058,Fornecimento de Produtos Químicos,Inspeção e ensaios não destrutivos (END) em vasos de pressão e tubulações,3384676.01,BRL,2021-07-03,2022-12-30,Ativo,Unidade Lagoa Branca,Manutenção Industrial,CONTRATO_CT-2021-00136.pdf,PROC-QLD-002_Especificacao_Tecnica_Materiais.pdf
CTR-00137,CT-2021-00137,FORN-0010,Serviços de Engenharia e Projetos,Projeto e fabricação de vasos de pressão conforme NR-13,4687182.78,BRL,2021-03-03,2022-03-03,Ativo,Unidade Lagoa Branca,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2021-00137.pdf,PROC-LOG-001_Transporte_Produtos_Perigosos.pdf
CTR-00138,CT-2025-00138,FORN-0028,Serviços de Engenharia e Projetos,"Fornecimento de gases industriais (nitrogênio, oxigênio, hidrogênio)",10495269.03,BRL,2025-02-15,2025-08-14,Ativo,Polo Petroquímico de Santa Grande,Planejamento e Controle de Manutenção (PCM),CONTRATO_CT-2025-00138.pdf,PROC-ENG-002_Comissionamento_Startup.pdf
CTR-00139,CT-2022-00139,FORN-0051,Serviços de Engenharia e Projetos,Fornecimento de bombas centrífugas e volumétricas para processo,8098021.89,BRL,2022-02-18,2023-08-17,Encerrado,Unidade Industrial Várzea Arlindo,Logística e Suprimentos,CONTRATO_CT-2022-00139.pdf,PROC-MNT-001_Plano_Manutencao_Preventiva.pdf
