id_ordem,numero_ordem,id_contrato,id_fornecedor,tipo_ordem,descricao,valor_ordem,data_emissao,data_prevista_conclusao,data_conclusao,status,prioridade,unidade_industrial,area_solicitante
OS-00425,OS-2020-98430,CTR-00255,FORN-0017,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2020-00255,57256.69,2020-11-19,2020-12-03,,Pendente,Média,Complexo Industrial de Monte Teodoro,Qualidade e Laboratório
OS-00426,OS-2025-10888,CTR-00907,FORN-0087,Emergencial,Execução de revestimento anticorrosivo de equipamentos e estruturas metá - Etapa 5,333497.82,2025-05-05,2025-05-19,,Cancelada,Crítica,Complexo Industrial de Monte Teodoro,Qualidade e Laboratório
OS-00427,OS-2022-79438,CTR-00652,FORN-0040,Manutenção Preventiva,Mobilização de equipe para contratação de serviços de manutenção na Unidade Lagoa Branca,391274.65,2022-10-28,2022-11-04,,Cancelada,Crítica,Unidade Lagoa Branca,Planejamento e Controle de Manutenção (PCM)
OS-00428,OS-2020-13864,CTR-00352,FORN-0024,Manutenção Preventiva,"Execução de fornecimento de gases industriais (nitrogênio, oxigênio, hid - Etapa 2",266244.15,2020-07-29,2020-09-27,,Cancelada,Média,Polo Petroquímico de Santa Grande,Utilidades e Energia
OS-00429,OS-2020-59976,CTR-00179,FORN-0013,Manutenção Preventiva,Mobilização de equipe para serviços de automação e instrumentação na Unidade Industrial Ribeirão das Águas,46916.5,2020-07-04,2020-08-18,,Em Andamento,Média,Unidade Industrial Ribeirão das Águas,Qualidade e Laboratório
OS-00430,OS-2021-21892,CTR-00330,FORN-0031,Fornecimento,Fornecimento parcial conforme contrato CT-2021-00330,352606.24,2021-05-20,2021-06-19,2021-06-20,Concluída,Alta,Polo Petroquímico de Lagoa das Águas,Projetos e Expansão
OS-00431,OS-2022-22324,CTR-00364,FORN-0058,Emergencial,Fornecimento parcial conforme contrato CT-2022-00364,192402.25,2022-07-02,2022-08-01,,Pendente,Baixa,Unidade Industrial Várzea Arlindo,Manutenção Industrial
OS-00432,OS-2024-79352,CTR-00121,FORN-0059,Serviço,Execução de fornecimento de válvulas de controle e segurança para unidad - Etapa 2,200160.33,2024-11-01,2024-11-08,,Pendente,Média,Unidade Industrial Ribeirão das Águas,Logística e Suprimentos
OS-00433,OS-2021-19094,CTR-00700,FORN-0045,Fornecimento,Mobilização de equipe para contratação de serviços de manutenção na Unidade Lagoa Branca,348886.74,2021-09-28,2021-10-05,,Cancelada,Crítica,Unidade Lagoa Branca,Operações de Planta
OS-00434,OS-2022-59042,CTR-00890,FORN-0054,Emergencial,Mobilização de equipe para serviços de engenharia e projetos na Complexo Petroquímico de Córrego Fagundes (SUAPE),68721.17,2022-05-30,2022-07-29,2022-08-10,Concluída,Alta,Complexo Petroquímico de Córrego Fagundes (SUAPE),Planejamento e Controle de Manutenção (PCM)
OS-00435,OS-2022-15082,CTR-00323,FORN-0048,Emergencial,Execução de fornecimento de catalisadores ziegler-natta para produção de - Etapa 1,173971.34,2022-12-14,2022-12-28,,Cancelada,Média,Polo Petroquímico de Santa Grande,Utilidades e Energia
OS-00436,OS-2020-23070,CTR-00533,FORN-0079,Manutenção Preventiva,Mobilização de equipe para serviços de engenharia e projetos na Polo Petroquímico de Fagundes Verde,19568.54,2020-02-28,2020-03-29,,Pendente,Alta,Polo Petroquímico de Fagundes Verde,Operações de Planta
OS-00437,OS-2021-68711,CTR-00287,FORN-0023,Serviço,Medição mensal #7 - Serviços de Engenharia e Projetos,132763.48,2021-01-15,2021-02-14,,Em Andamento,Baixa,Polo Petroquímico de Lagoa das Águas,Operações de Planta
OS-00438,OS-2025-62990,CTR-00622,FORN-0029,Serviço,Fornecimento parcial conforme contrato CT-2024-00622,110862.71,2025-05-03,2025-06-02,2025-06-07,Concluída,Baixa,Unidade Industrial Ribeirão das Águas,Manutenção Industrial
OS-00439,OS-2022-21921,CTR-00855,FORN-0021,Manutenção Corretiva,Medição mensal #9 - Fornecimento de Materiais e Equipamentos,409416.35,2022-02-25,2022-05-26,,Cancelada,Alta,Polo Petroquímico de Lagoa das Águas,Planejamento e Controle de Manutenção (PCM)
OS-00440,OS-2025-51984,CTR-00953,FORN-0077,Fornecimento,Atendimento emergencial - Logística e Suprimentos,250066.23,2025-06-26,2025-08-10,,Cancelada,Média,Polo Petroquímico de Santa Grande,Logística e Suprimentos
OS-00441,OS-2021-13123,CTR-00534,FORN-0095,Manutenção Preventiva,Execução de serviços de andaime e acesso para paradas programadas de man - Etapa 1,381179.25,2021-02-17,2021-04-03,,Em Andamento,Média,Complexo Petroquímico de Córrego Fagundes (SUAPE),Utilidades e Energia
OS-00442,OS-2025-17224,CTR-00859,FORN-0029,Emergencial,"Execução de fornecimento de gases industriais (nitrogênio, oxigênio, hid - Etapa 3",302015.73,2025-08-09,2025-09-23,2025-10-14,Concluída,Média,Complexo Industrial de Monte Teodoro,Qualidade e Laboratório
OS-00443,OS-2020-94008,CTR-00179,FORN-0013,Manutenção Corretiva,"Execução de fornecimento de gases industriais (nitrogênio, oxigênio, hid - Etapa 5",59025.8,2020-10-21,2020-12-20,,Pendente,Alta,Unidade Industrial Ribeirão das Águas,Qualidade e Laboratório
OS-00444,OS-2021-99674,CTR-00048,FORN-0092,Manutenção Preventiva,Medição mensal #1 - Fornecimento de Produtos Químicos,127075.57,2021-09-03,2021-10-03,,Em Andamento,Alta,Complexo Industrial de Monte Teodoro,Manutenção Industrial
OS-00445,OS-2025-69930,CTR-00324,FORN-0054,Fornecimento,Mobilização de equipe para contratação de serviços de inspeção na Complexo Industrial de Monte Teodoro,97248.95,2025-12-30,2026-01-29,,Pendente,Crítica,Complexo Industrial de Monte Teodoro,Manutenção Industrial
OS-00446,OS-2020-15928,CTR-00589,FORN-0071,Manutenção Preventiva,Mobilização de equipe para contratação de serviços de manutenção na Polo Petroquímico de Lagoa das Águas,33248.67,2020-03-02,2020-05-31,2020-06-21,Concluída,Crítica,Polo Petroquímico de Lagoa das Águas,Engenharia de Processos
OS-00447,OS-2023-58730,CTR-00228,FORN-0035,Manutenção Preventiva,"Execução de consultoria em segurança de processos (hazop, análise de ris - Etapa 4",667332.54,2023-03-22,2023-03-29,2023-04-09,Concluída,Média,Unidade Industrial Várzea Arlindo,Engenharia de Processos
OS-00448,OS-2024-84781,CTR-00270,FORN-0026,Manutenção Corretiva,Mobilização de equipe para fornecimento de materiais e equipamentos na Unidade Lagoa Branca,506208.31,2024-06-01,2024-06-15,,Em Andamento,Crítica,Unidade Lagoa Branca,Segurança e Meio Ambiente (SMS)
OS-00449,OS-2023-34837,CTR-00499,FORN-0077,Manutenção Preventiva,Fornecimento parcial conforme contrato CT-2022-00499,216263.04,2023-05-19,2023-08-17,2023-09-02,Concluída,Alta,Complexo Industrial de Monte Teodoro,Operações de Planta
OS-00450,OS-2022-96895,CTR-00017,FORN-0020,Fornecimento,Execução de projeto e fabricação de vasos de pressão conforme nr-13 - Etapa 4,84372.65,2022-05-27,2022-08-25,,Em Andamento,Crítica,Polo Petroquímico de Lagoa das Águas,Engenharia de Processos
OS-00451,OS-2022-52910,CTR-00224,FORN-0092,Fornecimento,Fornecimento parcial conforme contrato CT-2022-00224,229868.8,2022-09-18,2022-10-02,,Cancelada,Crítica,Polo Petroquímico de Santa Grande,Planejamento e Controle de Manutenção (PCM)
OS-00452,OS-2024-25650,CTR-00727,FORN-0046,Manutenção Preventiva,Mobilização de equipe para serviços de construção e montagem na Unidade Industrial Várzea Arlindo,1489414.0,2024-04-17,2024-06-16,2024-06-24,Concluída,Baixa,Unidade Industrial Várzea Arlindo,Planejamento e Controle de Manutenção (PCM)
OS-00453,OS-2025-24331,CTR-00993,FORN-0049,Serviço,Mobilização de equipe para contratação de serviços de inspeção na Polo Petroquímico de Santa Grande,307441.3,2025-10-26,2025-11-09,2025-12-02,Concluída,Baixa,Polo Petroquímico de Santa Grande,Qualidade e Laboratório
OS-00454,OS-2023-67140,CTR-00708,FORN-0026,Emergencial,Fornecimento parcial conforme contrato CT-2022-00708,1085961.11,2023-02-23,2023-03-02,,Cancelada,Alta,Polo Petroquímico de Fagundes Verde,Automação e Instrumentação
OS-00455,OS-2024-37581,CTR-00273,FORN-0073,Manutenção Corretiva,Execução de tratamento de efluentes industriais e gestão de resíduos sól - Etapa 5,102054.68,2024-05-13,2024-07-12,,Cancelada,Alta,Polo Petroquímico de Santa Grande,Engenharia de Processos
OS-00456,OS-2022-70559,CTR-00026,FORN-0082,Fornecimento,Execução de manutenção de sistemas elétricos e subestações de média tens - Etapa 2,685706.48,2022-03-08,2022-04-07,,Cancelada,Alta,Unidade Lagoa Branca,Qualidade e Laboratório
OS-00457,OS-2022-35472,CTR-00690,FORN-0019,Manutenção Corretiva,Atendimento emergencial - Logística e Suprimentos,36084.08,2022-12-16,2023-01-15,,Em Andamento,Baixa,Polo Petroquímico de Santa Grande,Logística e Suprimentos
OS-00458,OS-2023-28790,CTR-00793,FORN-0070,Emergencial,Fornecimento parcial conforme contrato CT-2023-00793,353545.59,2023-03-11,2023-03-25,,Em Andamento,Baixa,Polo Petroquímico de Santa Grande,Projetos e Expansão
OS-00459,OS-2021-32271,CTR-00218,FORN-0082,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2020-00218,27164.67,2021-06-05,2021-06-12,,Em Andamento,Baixa,Complexo Industrial de Monte Teodoro,Logística e Suprimentos
OS-00460,OS-2023-60793,CTR-00273,FORN-0073,Emergencial,Execução de tratamento de efluentes industriais e gestão de resíduos sól - Etapa 5,410686.65,2023-11-22,2024-02-20,2024-02-10,Concluída,Média,Polo Petroquímico de Santa Grande,Engenharia de Processos
OS-00461,OS-2022-94513,CTR-00066,FORN-0068,Manutenção Preventiva,Fornecimento parcial conforme contrato CT-2021-00066,17976.99,2022-03-10,2022-05-09,2022-04-30,Concluída,Crítica,Unidade Industrial Várzea Arlindo,Logística e Suprimentos
OS-00462,OS-2022-69635,CTR-00705,FORN-0069,Manutenção Preventiva,Mobilização de equipe para serviços de engenharia e projetos na Polo Petroquímico de Fagundes Verde,588956.38,2022-04-18,2022-07-17,2022-08-07,Concluída,Alta,Polo Petroquímico de Fagundes Verde,Manutenção Industrial
OS-00463,OS-2025-43713,CTR-00960,FORN-0047,Fornecimento,Fornecimento parcial conforme contrato CT-2025-00960,541713.73,2025-10-31,2025-11-14,2025-11-22,Concluída,Crítica,Complexo Industrial de Monte Teodoro,Utilidades e Energia
OS-00464,OS-2022-62721,CTR-00038,FORN-0086,Fornecimento,Fornecimento parcial conforme contrato CT-2022-00038,85663.12,2022-08-20,2022-09-19,2022-09-11,Concluída,Média,Complexo Petroquímico de Córrego Fagundes (SUAPE),Projetos e Expansão
OS-00465,OS-2025-70754,CTR-00736,FORN-0037,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2024-00736,70521.71,2025-01-11,2025-02-25,,Em Andamento,Média,Complexo Industrial de Monte Teodoro,Utilidades e Energia
OS-00466,OS-2022-35030,CTR-00728,FORN-0081,Emergencial,Mobilização de equipe para serviços de automação e instrumentação na Complexo Industrial de Monte Teodoro,196319.06,2022-06-07,2022-09-05,,Em Andamento,Crítica,Complexo Industrial de Monte Teodoro,Manutenção Industrial
OS-00467,OS-2020-94410,CTR-00661,FORN-0064,Manutenção Corretiva,Mobilização de equipe para contratação de transporte e logística na Unidade Industrial Ribeirão das Águas,63936.67,2020-10-18,2020-12-17,,Cancelada,Alta,Unidade Industrial Ribeirão das Águas,Operações de Planta
OS-00468,OS-2023-64017,CTR-00269,FORN-0063,Serviço,Mobilização de equipe para contratação de serviços de inspeção na Unidade Industrial Várzea Arlindo,244451.8,2023-01-20,2023-01-27,,Em Andamento,Média,Unidade Industrial Várzea Arlindo,Manutenção Industrial
OS-00469,OS-2022-33634,CTR-00618,FORN-0083,Manutenção Preventiva,Execução de manutenção de compressores e sistemas de refrigeração indust - Etapa 5,197989.8,2022-03-07,2022-03-21,,Pendente,Crítica,Unidade Lagoa Branca,Utilidades e Energia
OS-00470,OS-2022-94048,CTR-00380,FORN-0060,Manutenção Preventiva,Medição mensal #3 - Contratação de Transporte e Logística,4461.03,2022-07-31,2022-09-29,,Pendente,Média,Polo Petroquímico de Santa Grande,Utilidades e Energia
OS-00471,OS-2022-51446,CTR-00283,FORN-0035,Emergencial,Medição mensal #8 - Fornecimento de Produtos Químicos,187451.48,2022-04-26,2022-05-26,,Em Andamento,Alta,Unidade Industrial Várzea Arlindo,Logística e Suprimentos
OS-00472,OS-2022-16914,CTR-00066,FORN-0068,Manutenção Corretiva,Execução de limpeza química e hidrojateamento de permutadores e reatores - Etapa 1,3413.94,2022-05-07,2022-05-14,,Cancelada,Média,Unidade Industrial Várzea Arlindo,Logística e Suprimentos
OS-00473,OS-2025-91688,CTR-00651,FORN-0073,Manutenção Corretiva,Medição mensal #6 - Serviços de Automação e Instrumentação,62833.79,2025-04-30,2025-07-29,2025-08-01,Concluída,Alta,Polo Petroquímico de Santa Grande,Planejamento e Controle de Manutenção (PCM)
OS-00474,OS-2022-29925,CTR-00847,FORN-0080,Fornecimento,Atendimento emergencial - Planejamento e Controle de Manutenção (PCM),627788.42,2022-08-17,2022-11-15,2022-11-23,Concluída,Baixa,Polo Petroquímico de Lagoa das Águas,Planejamento e Controle de Manutenção (PCM)
OS-00475,OS-2025-46861,CTR-00954,FORN-0064,Fornecimento,Execução de manutenção preditiva com análise de vibração e termografia - Etapa 4,112596.96,2025-05-29,2025-07-13,2025-08-07,Concluída,Crítica,Complexo Petroquímico de Córrego Fagundes (SUAPE),Manutenção Industrial
OS-00476,OS-2022-59724,CTR-00277,FORN-0088,Manutenção Preventiva,Mobilização de equipe para serviços de construção e montagem na Complexo Industrial de Monte Teodoro,212215.96,2022-01-25,2022-02-01,,Cancelada,Baixa,Complexo Industrial de Monte Teodoro,Automação e Instrumentação
OS-00477,OS-2023-98049,CTR-00659,FORN-0053,Emergencial,Fornecimento parcial conforme contrato CT-2022-00659,162317.19,2023-03-17,2023-05-16,,Em Andamento,Média,Complexo Industrial de Monte Teodoro,Projetos e Expansão
OS-00478,OS-2020-24545,CTR-00170,FORN-0015,Fornecimento,Fornecimento parcial conforme contrato CT-2020-00170,363757.9,2020-09-01,2020-09-08,2020-09-06,Concluída,Média,Complexo Industrial de Monte Teodoro,Projetos e Expansão
OS-00479,OS-2024-64753,CTR-00163,FORN-0050,Fornecimento,Fornecimento parcial conforme contrato CT-2024-00163,461382.71,2024-11-11,2025-01-10,,Cancelada,Média,Complexo Petroquímico de Córrego Fagundes (SUAPE),Utilidades e Energia
OS-00480,OS-2025-51755,CTR-00349,FORN-0029,Fornecimento,Execução de limpeza química e hidrojateamento de permutadores e reatores - Etapa 1,127604.41,2025-02-11,2025-03-13,,Em Andamento,Crítica,Unidade Lagoa Branca,Projetos e Expansão
OS-00481,OS-2022-45761,CTR-00446,FORN-0051,Manutenção Preventiva,Execução de fornecimento de catalisadores ziegler-natta para produção de - Etapa 3,205106.69,2022-03-20,2022-04-19,2022-05-07,Concluída,Média,Complexo Petroquímico de Córrego Fagundes (SUAPE),Utilidades e Energia
OS-00482,OS-2025-85189,CTR-00986,FORN-0065,Serviço,Fornecimento parcial conforme contrato CT-2025-00986,1037587.78,2025-04-28,2025-05-12,,Cancelada,Alta,Complexo Petroquímico de Córrego Fagundes (SUAPE),Projetos e Expansão
OS-00483,OS-2023-59170,CTR-00362,FORN-0083,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2022-00362,25443.56,2023-03-26,2023-05-10,,Em Andamento,Alta,Complexo Industrial de Monte Teodoro,Manutenção Industrial
OS-00484,OS-2024-35284,CTR-00765,FORN-0002,Manutenção Preventiva,Fornecimento parcial conforme contrato CT-2023-00765,988473.19,2024-06-12,2024-09-10,2024-09-08,Concluída,Média,Unidade Industrial Ribeirão das Águas,Planejamento e Controle de Manutenção (PCM)
OS-00485,OS-2024-26846,CTR-00163,FORN-0050,Serviço,Mobilização de equipe para contratação de serviços de manutenção na Complexo Petroquímico de Córrego Fagundes (SUAPE),760232.89,2024-12-30,2025-03-30,2025-04-09,Concluída,Baixa,Complexo Petroquímico de Córrego Fagundes (SUAPE),Utilidades e Energia
OS-00486,OS-2022-11264,CTR-00323,FORN-0048,Serviço,Fornecimento parcial conforme contrato CT-2022-00323,170544.68,2022-10-07,2022-10-14,2022-11-09,Concluída,Alta,Polo Petroquímico de Santa Grande,Utilidades e Energia
OS-00487,OS-2025-53371,CTR-00138,FORN-0028,Serviço,Medição mensal #11 - Serviços de Engenharia e Projetos,1523810.28,2025-05-05,2025-07-04,,Pendente,Baixa,Polo Petroquímico de Santa Grande,Planejamento e Controle de Manutenção (PCM)
OS-00488,OS-2025-66750,CTR-00111,FORN-0083,Fornecimento,Mobilização de equipe para contratação de serviços ambientais na Complexo Industrial de Monte Teodoro,228219.82,2025-02-11,2025-02-25,2025-02-20,Concluída,Baixa,Complexo Industrial de Monte Teodoro,Manutenção Industrial
OS-00489,OS-2024-74920,CTR-00156,FORN-0050,Emergencial,Mobilização de equipe para contratação de serviços de inspeção na Polo Petroquímico de Santa Grande,42497.07,2024-09-20,2024-10-20,,Pendente,Alta,Polo Petroquímico de Santa Grande,Projetos e Expansão
OS-00490,OS-2026-76530,CTR-00526,FORN-0019,Serviço,Execução de fornecimento de filtros industriais para sistemas de ar e ág - Etapa 4,61128.96,2026-02-08,2026-04-09,,Cancelada,Média,Polo Petroquímico de Fagundes Verde,Qualidade e Laboratório
OS-00491,OS-2024-26254,CTR-00357,FORN-0061,Serviço,Mobilização de equipe para contratação de transporte e logística na Polo Petroquímico de Lagoa das Águas,126099.99,2024-02-12,2024-02-26,,Em Andamento,Média,Polo Petroquímico de Lagoa das Águas,Engenharia de Processos
OS-00492,OS-2020-88846,CTR-00591,FORN-0077,Manutenção Preventiva,Medição mensal #5 - Serviços de Engenharia e Projetos,210016.08,2020-10-19,2020-11-02,,Em Andamento,Crítica,Polo Petroquímico de Santa Grande,Engenharia de Processos
OS-00493,OS-2022-95831,CTR-00524,FORN-0028,Manutenção Corretiva,Fornecimento parcial conforme contrato CT-2022-00524,80077.32,2022-08-08,2022-09-22,2022-10-04,Concluída,Média,Unidade Industrial Ribeirão das Águas,Planejamento e Controle de Manutenção (PCM)
OS-00494,OS-2020-66373,CTR-00128,FORN-0079,Serviço,Atendimento emergencial - Engenharia de Processos,20129.76,2020-08-25,2020-09-01,,Em Andamento,Baixa,Unidade Lagoa Branca,Engenharia de Processos
OS-00495,OS-2022-99270,CTR-00178,FORN-0094,Emergencial,Execução de isolamento térmico de tubulações de vapor e linhas de proces - Etapa 3,581803.77,2022-12-31,2023-03-01,,Cancelada,Alta,Polo Petroquímico de Fagundes Verde,Qualidade e Laboratório
OS-00496,OS-2022-51087,CTR-00486,FORN-0056,Emergencial,Mobilização de equipe para contratação de serviços ambientais na Complexo Industrial de Monte Teodoro,238092.83,2022-05-01,2022-06-15,2022-07-05,Concluída,Média,Complexo Industrial de Monte Teodoro,Segurança e Meio Ambiente (SMS)
OS-00497,OS-2020-62853,CTR-00314,FORN-0007,Manutenção Preventiva,Atendimento emergencial - Utilidades e Energia,97699.15,2020-10-01,2020-12-30,2021-01-15,Concluída,Alta,Unidade Industrial Ribeirão das Águas,Utilidades e Energia
OS-00498,OS-2024-51513,CTR-00285,FORN-0025,Manutenção Preventiva,Mobilização de equipe para serviços de automação e instrumentação na Complexo Petroquímico de Córrego Fagundes (SUAPE),444534.72,2024-06-15,2024-09-13,,Cancelada,Alta,Complexo Petroquímico de Córrego Fagundes (SUAPE),Planejamento e Controle de Manutenção (PCM)
OS-00499,OS-2022-87717,CTR-00665,FORN-0021,Fornecimento,Mobilização de equipe para serviços de calibração e ensaios na Complexo Industrial de Monte Teodoro,143492.82,2022-08-09,2022-09-23,,Cancelada,Baixa,Complexo Industrial de Monte Teodoro,Qualidade e Laboratório
OS-00500,OS-2024-61410,CTR-00029,FORN-0020,Fornecimento,Fornecimento parcial conforme contrato CT-2023-00029,365486.58,2024-02-02,2024-03-18,2024-03-25,Concluída,Alta,Unidade Industrial Ribeirão das Águas,Planejamento e Controle de Manutenção (PCM)
